Beta max,Beta min,Beta mean,Beta std d,Beta Var,Alpha max,Alpha min,Alpha mean,Alpha std d,Alpha Var,Theta max,Theta min,Theta mean,Theta std d,Theta Var,Delta max,Delta min,Delta mean,Delta std d,Delta Var,Number
18.50964649,53.4010437,38.62414119,81.68839863,2.69E-05,7.67E-06,5.78E-06,7.85E-05,0.244440375,0.267180534,0.192360423,0.437451868,1.346126389,2.85761964,2.05131543,4.963797509,1.812056254,8.165990008,4.207894994,24.63928571,2
36.39033294,77.31385701,64.51124833,667.6423743,1.03E-05,2.96E-07,7.78E-06,1.79E-05,0.555704926,0.297971136,0.300620197,2.047021088,3.25068268,3.674719043,3.315261319,31.33630319,10.56693788,13.50356004,10.99095762,981.9638973,2
49.04568119,44.04149215,45.20694549,1008.39717,0.002270009,8.18E-06,0.000107001,0.000102982,0.651577002,0.399014755,0.405323315,6.317152486,3.517337175,3.018533674,3.184195826,64.69985389,12.3716608,9.111545542,10.13910306,4186.071094,2
10.98416637,2.582535686,14.1541558,27.02445635,9.64E-08,6.86E-06,2.69E-06,0.000245537,0.218920148,0.020947877,0.086881299,0.165876801,1.104930927,0.178348099,0.890726231,1.670179952,1.220872354,0.031808044,0.793393218,2.789501072,2
136.8361848,328.3873133,1041.53888,1072.224986,6.89E-06,1.15E-05,0.000151861,0.000411029,1.563607082,1.220791094,4.880794419,4.417713292,9.83129122,15.64464752,53.94365667,53.24832411,96.65428706,244.754996,2909.918095,2835.38402,2
38.20031766,28.3612692,70.14915814,12.29621261,7.47E-05,7.13E-06,8.72E-05,1.90E-05,0.748691882,0.17563231,0.477849503,0.085059996,3.884483341,1.71645477,4.47712513,0.853368565,15.08921082,2.946216976,20.04464943,0.728237908,2
26.6421227,48.35616169,22.92995994,46.77566818,0.000109145,3.73E-05,1.04E-05,0.000271852,0.664776215,0.381471448,0.164091651,0.198956604,3.229246655,3.576352873,1.627487568,2.494266736,10.42803396,12.79029987,2.648715784,6.221366552,2
13.56156553,39.51655661,37.28833521,128.9260366,4.47E-05,2.67E-06,7.71E-07,0.000100315,0.250102757,0.265880228,0.263888776,0.531511925,1.405096069,2.770717858,2.665946094,6.776754064,1.974294964,7.676877447,7.107268575,45.92439565,2
18.37224411,31.83925104,46.86273643,151.0730944,0.000150512,6.48E-08,8.43E-06,7.46E-06,0.340492393,0.217071654,0.27820101,0.693975947,1.758626089,2.013585061,2.798608721,8.053074601,3.092765721,4.054524798,7.832210773,64.85201053,2
13.78220921,42.00955069,45.59344434,45.7936334,5.56E-05,1.31E-06,1.89E-06,0.000293425,0.236136528,0.18996213,0.262877555,0.319690387,1.184633058,2.172848916,2.592484072,3.155468822,1.403355481,4.721272411,6.720973663,9.956983484,2
38.11479303,124.6490608,297.2003865,334.2981164,8.39E-05,6.01E-06,2.80E-05,9.75E-05,0.605691015,0.722507778,1.612926633,1.060823709,3.077868197,7.60077292,16.43940115,16.50335102,9.473272637,57.77174898,270.2539103,272.3605951,2
8.911620542,13.86968085,27.80444311,21.40209553,5.38E-06,8.26E-08,1.72E-05,0.000162741,0.169242378,0.060312667,0.106065682,0.116209602,0.832818939,0.698292992,1.319405818,1.272982124,0.693587385,0.487613102,1.740831713,1.620483488,2
12.76317071,38.89340942,106.6747083,186.9312396,8.74E-06,7.88E-05,1.38E-05,0.000647213,0.279614303,0.231356581,0.705548068,0.774184995,1.354905455,2.391746688,7.107713323,9.323575127,1.835768791,5.720452222,50.51958868,86.92905315,2
23.82357299,52.42414846,419.4771811,127.8865824,2.81E-05,1.80E-05,7.44E-06,1.27E-05,0.375770664,0.312643382,2.853800046,0.665201714,1.936546127,2.990044401,27.88014083,7.575827215,3.750210901,8.940365523,777.3022526,57.393158,2
76.8768956,169.2145336,530.3799461,1529.62038,3.67E-05,6.80E-06,0.000104345,1.68E-07,0.839798017,1.154314688,3.039517466,9.39642591,5.227517229,11.54492758,34.4310649,105.8784801,27.32693638,133.2853528,1185.49823,11210.25256,2
62.3991689,449.8221794,1129.363003,6286.034982,0.000811045,7.18E-09,0.002544128,0.001202403,0.825170391,2.426588322,10.71554489,42.71931423,4.743843361,26.0045647,91.65504311,441.510178,22.50404983,676.2373853,8400.646927,194931.2373,2
348.6271828,602.6103993,336.0907393,886.0994995,0.000712612,1.59E-05,8.90E-06,4.17E-05,2.599607538,4.020536586,2.30391501,5.349195764,21.5356398,41.64897125,23.47496316,59.46337832,463.7837816,1734.636806,551.0738954,3535.893361,2
90.5051982,150.9368772,1239.828207,4969.999463,5.00E-05,7.33E-08,4.79E-06,2.04E-06,1.40755516,1.115672811,4.054725063,33.32976578,7.246790386,10.60586377,57.62518918,376.8938559,52.51597089,112.4843463,3320.662428,142048.9786,2
478.0491852,2200.444772,3844.368157,2353.451101,0.000375818,0.000613123,0.000101014,0.006106807,7.063330105,11.39849142,31.89417948,11.53454486,39.34389026,122.2539163,310.4453028,134.7715779,1547.941701,14946.02004,96376.28603,18163.3782,2
27.43931872,15.30623087,12.98689601,27.88690234,1.30E-05,6.44E-07,2.92E-08,0.00010521,0.291985776,0.077102876,0.063861887,0.154714678,1.760822249,0.827379905,0.744981023,1.641117312,3.100494993,0.684557508,0.554996724,2.693266032,2
22.03240005,20.41423932,13.38494096,41.86702557,0.0002652,0.000138219,1.41E-05,6.18E-05,0.429464963,0.118612179,0.084829597,0.181333976,2.114572503,1.134696175,0.752194709,2.280854382,4.471416872,1.287535409,0.56579688,5.20229671,2
24.19326827,32.98123401,14.01895032,5.065116934,7.48E-05,1.36E-05,5.00E-08,5.33E-08,0.411224336,0.117923337,0.079275472,0.030539093,2.188007031,1.545152874,0.804374678,0.360222643,4.787374769,2.387497402,0.647018623,0.129760352,2
412.4162099,543.8115441,1134.685866,12768.39379,0.002915925,3.50E-05,0.002923179,0.024595834,3.574158117,3.216321884,13.41397864,53.22663266,23.04831768,33.6355416,92.10158182,643.2627667,531.2249479,1131.349659,8482.701373,413786.9871,2
69.03762931,65.03042816,123.6797548,353.4139829,0.000122479,1.89E-06,4.84E-05,9.86E-06,0.926525508,0.296467483,1.124211691,1.072144057,5.1661448,3.762944596,10.15134518,16.39856888,26.68905209,14.15975203,103.0498089,268.9130614,2
19.83897307,43.1981948,146.1749805,341.789172,0.00057558,3.05E-05,0.000223497,9.43E-08,0.427609921,0.191532673,1.127276402,1.879289961,2.279754078,2.152836089,9.828584936,21.7784818,5.197278656,4.634703225,96.60108185,474.3022696,2
68.89449548,127.0888075,241.4268183,525.2862141,8.71E-06,5.64E-06,4.18E-05,5.82E-05,0.630519605,0.764716978,1.190703243,2.190383687,4.293181744,8.490165942,13.47920586,29.02918429,18.43140948,72.08291772,181.6889907,842.6935405,2
122.7458455,156.4730285,531.2530573,231.0783815,6.22E-05,1.80E-05,0.000259369,7.80E-09,1.141991619,1.123627843,3.914893985,0.889539962,7.960355781,10.57946939,36.4379191,11.8453754,63.36726415,111.9251725,1327.721948,140.3129183,2
12.90832286,33.97380565,79.24429497,409.9658075,1.23E-06,6.83E-06,1.26E-06,3.19E-06,0.273306939,0.277333423,0.437318587,2.42646412,1.307728202,2.498970256,4.538522857,26.54718884,1.710153051,6.24485234,20.59818972,704.7532355,2
5.952804734,9.011335496,12.94797205,48.80377895,8.62E-05,1.74E-05,1.50E-06,1.64E-05,0.150103472,0.079530418,0.086888985,0.156558611,0.706651876,0.743777529,0.821446543,2.289535854,0.499356875,0.553205012,0.674774422,5.241974425,2
21.2989311,16.35989405,36.56830268,182.9935718,4.90E-09,5.71E-05,2.15E-06,9.76E-05,0.276085435,0.154037582,0.288365318,0.709585278,1.650900319,1.311916396,2.412277645,10.1894242,2.725471865,1.72112463,5.819083438,103.8243656,2
42.83746531,165.0269829,659.8590936,427.9999559,0.00022035,0.000515171,0.000441348,5.93E-05,0.822372091,1.058932303,3.732652196,2.597840121,4.171536013,10.07658467,42.68716646,30.08685506,17.40171271,101.5375586,1822.19418,905.2188473,2
21.55871101,38.71421617,122.5614243,642.4681122,0.000205727,6.61E-07,6.00E-05,1.65E-06,0.440219093,0.237019119,0.600775972,3.393881251,2.194039953,2.442008851,6.466816382,41.19989767,4.813811314,5.96340723,41.81971412,1697.431568,2
121.9857561,46.81029057,100.0331863,345.5539281,0.000186255,0.000710722,0.000181826,0.000542758,1.121014597,0.293707208,0.75591504,1.094194665,7.017120256,2.494738499,6.277955878,16.00964696,49.23997669,6.223720176,39.41273,256.3087958,2
6.368368694,29.70979025,38.79267574,12.70693714,6.25E-06,1.17E-05,4.94E-05,8.97E-07,0.187113398,0.139117074,0.188947188,0.044220813,0.845960964,1.585490137,1.983312565,0.65494644,0.715649953,2.513778974,3.93352873,0.428954839,2
14.68350332,49.50790109,55.90179889,38.99066898,5.53E-05,1.87E-05,2.72E-05,7.80E-06,0.186838909,0.232056346,0.266700969,0.217713936,1.131761756,2.793449866,3.197650157,2.49019978,1.280884672,7.803362156,10.22496653,6.201094943,2
14.5099399,29.09658728,16.02683493,23.70022303,3.18E-05,5.06E-06,6.58E-06,6.12E-05,0.180753787,0.167234439,0.149219649,0.154182257,1.062611113,1.771866549,1.326941042,1.615418129,1.129142377,3.139511069,1.760772528,2.609575732,2
20.56171913,29.85827995,112.221435,69.68030229,1.74E-07,0.000111159,2.44E-05,3.59E-06,0.20896091,0.19176657,0.782784507,0.524057772,1.346894729,1.983940989,7.3760384,5.237534017,1.814125411,3.93602185,54.40594247,27.43176258,2
12.01301617,14.36876696,17.93618351,8.019288908,4.22E-06,2.00E-06,5.14E-07,4.93E-06,0.188701401,0.106261643,0.073760274,0.065603399,1.068175202,0.986743201,0.902702879,0.630342255,1.140998261,0.973662144,0.814872488,0.397331358,2
13.49572277,18.5756462,13.67242677,8.917193492,2.87E-05,1.14E-05,1.24E-05,4.51E-06,0.203696335,0.149273199,0.152376591,0.031185608,1.125787687,1.339827624,1.128166926,0.422244489,1.267397916,1.795138063,1.272760612,0.178290409,2
16.67258751,12.69537239,14.64267082,14.68448401,0.000319307,1.36E-06,3.48E-07,3.88E-05,0.244609476,0.064067414,0.073138854,0.071364883,1.345501986,0.65386407,0.878653283,0.805126343,1.810375595,0.427538222,0.772031592,0.648228428,2
11.19618424,7.637056474,63.96849984,44.5529449,5.08E-05,2.38E-06,5.72E-07,0.00017953,0.214406574,0.038135324,0.15034017,0.253840563,1.141811314,0.40896171,2.839404118,2.706674085,1.303733076,0.16724968,8.062215746,7.326084602,2
11.00806147,6.074096002,149.1785744,347.8532365,2.17E-08,0.000123859,1.71E-07,0.000122991,0.176336251,0.077559978,1.110482333,2.160955095,0.923837083,0.544924302,9.421238872,23.78664402,0.853474957,0.296942495,88.75974188,565.8044339,2
28.43583629,68.04880355,319.8740668,3472.045856,0.000120942,0.001495229,0.000318612,0.003673237,0.652668592,0.733945928,2.776067964,20.71200155,3.141485369,5.541401002,22.41813102,222.0172809,9.868930323,30.70712507,502.5725984,49291.673,2
38.14061739,416.6132895,1287.225706,8539.314999,7.45E-06,0.000777931,0.00144647,4.86E-05,0.67066799,2.345786269,10.52464488,59.33832833,3.34449414,25.42434119,98.4445461,669.4209608,11.18564105,646.3971252,9691.328656,448124.4228,2
19.16287841,12.41747155,17.38362531,28.62667744,1.43E-06,1.90E-09,7.45E-07,2.64E-05,0.217380949,0.060126378,0.159371559,0.114916715,1.286310257,0.619960831,1.404245791,1.412801974,1.654594077,0.384351431,1.971906243,1.996009417,2
4.639767748,24.25707257,35.76071506,21.48525223,1.31E-05,4.30E-06,3.39E-05,6.46E-05,0.123413251,0.18756353,0.188229196,0.090408231,0.555271678,1.688870009,1.99153618,1.058059922,0.308326637,2.852281906,3.966216357,1.119490799,2
13.0930471,19.46249738,14.54458485,37.63847609,1.69E-05,4.96E-06,3.75E-06,0.000114503,0.38305636,0.08424204,0.075339711,0.21063565,1.655581806,0.960036096,0.823075848,2.334820072,2.740951115,0.921669305,0.677453852,5.451384767,2
231.4247885,885.7035175,3213.919032,4183.532532,7.01E-06,0.000111816,0.000469936,0.000151585,3.568415892,5.705470327,13.13551026,15.81974815,22.50865142,56.20585624,166.8875229,210.7491775,506.6393887,3159.098276,27851.44529,44415.21581,2
130.4798324,405.7643983,821.4611686,1492.190478,3.15E-06,9.22E-08,0.000162267,3.73E-05,3.054877396,3.660114289,4.117622316,7.340419511,14.38824708,34.31770746,44.89107278,93.44163582,207.021654,1177.705045,2015.208416,8731.339305,2
19.28102118,24.46898305,12.54958842,138.0069847,1.98E-05,3.27E-05,4.57E-06,9.26E-05,0.38038611,0.105824152,0.085492615,0.705112067,1.989948168,1.17500855,0.79624795,8.512644647,3.959893711,1.380645093,0.634010797,72.46511889,2
14.61327484,13.77584435,37.38789815,61.3648087,3.45E-05,1.45E-05,1.21E-06,0.000151274,0.269444744,0.10214628,0.139731854,0.180612259,1.393171501,0.948607389,1.900986856,2.77380824,1.940926832,0.899855979,3.613751028,7.694012153,2
21.67400412,46.83356936,32.45168354,477.4749304,7.47E-05,0.00013787,1.87E-05,4.86E-08,0.302730083,0.296826166,0.246646646,1.429761719,1.64554921,2.97555623,2.259550372,21.93152347,2.707832203,8.853934875,5.105567883,480.9917219,2
23.03112665,56.87257625,13.59615237,27.82143091,3.79E-05,1.16E-08,1.67E-06,0.000107275,0.321467297,0.382544252,0.10711489,0.17035479,1.810318605,3.960753665,1.027645294,1.828815078,3.277253451,15.6875696,1.056054851,3.34456459,2
11.72189161,12.46900723,9.75626462,39.11584063,4.99E-06,2.24E-06,2.61E-06,0.000182337,0.199075033,0.105166611,0.066232588,0.24252555,1.101273857,0.954779792,0.651629369,2.552149284,1.212804109,0.911604451,0.424620835,6.513465966,2
12.93583509,15.50984605,15.67628995,108.4853285,0.000220058,4.61E-05,2.58E-06,0.000345885,0.187586138,0.133144112,0.098577809,0.541865466,1.018241791,1.146021035,0.978739164,5.864860185,1.036816344,1.313364212,0.957930352,34.39658499,2
6.827358399,4.64340965,6.423958249,59.03678513,3.38E-06,7.38E-06,4.28E-07,3.78E-05,0.126216202,0.036524879,0.062723288,0.311264871,0.638009402,0.30789519,0.484943904,3.778227828,0.407055997,0.094799448,0.23517059,14.27500552,2
8.108956988,19.7113324,25.34651974,80.78255709,0.000102451,3.63E-05,1.09E-05,9.02E-05,0.129445228,0.084833046,0.107854482,0.286536275,0.690736398,0.975161472,1.265111137,3.911298095,0.477116771,0.950939896,1.60050619,15.29825279,2
5.911472624,34.33904254,38.36151668,50.3058131,4.66E-05,1.74E-05,2.85E-06,1.66E-06,0.108910484,0.103441272,0.261524466,0.241920384,0.595321775,1.553229124,2.600437227,2.778229898,0.354408016,2.412520713,6.762273772,7.718561363,2
20.32527705,4.578390091,28.14414627,16.84806195,1.63E-05,5.01E-06,8.48E-06,3.45E-06,0.264001458,0.035741523,0.095260794,0.071594146,1.502034228,0.329937862,1.289417784,0.926599356,2.256106823,0.108858992,1.662598223,0.858586367,2
20.08956813,61.61150327,21.49898549,23.75531045,0.000370095,2.48E-05,8.83E-07,8.01E-05,0.452098811,0.345115183,0.124976871,0.111071883,2.181956632,3.408764648,1.336148692,1.265511802,4.760934744,11.61967642,1.785293328,1.601520122,2
163.4066407,163.6472012,223.6793557,398.1431961,1.01E-05,8.19E-05,2.44E-07,3.21E-05,1.49425316,1.102453888,1.205049193,1.97097858,9.719260448,11.15592172,12.41631123,22.44565263,94.46402366,124.4545895,154.1647845,503.8073222,2
33.75991126,85.9806738,27.08852207,59.23518071,7.15E-07,2.69E-07,4.16E-09,4.07E-06,0.386444612,0.356583151,0.186498097,0.329138598,2.438013136,4.600300846,1.780764318,3.757764522,5.94390805,21.16276788,3.171121557,14.1207942,2
18.08474752,9.025934787,10.95590735,35.41441025,2.05E-07,7.04E-05,1.58E-06,4.37E-05,0.271447173,0.081007955,0.072517758,0.139715132,1.47635045,0.645418133,0.692102652,1.725006795,2.179610652,0.416564567,0.47900608,2.975648441,2
24.62820395,22.05800917,93.45401224,83.33693849,1.51E-05,2.40E-05,4.07E-06,1.29E-05,0.261978093,0.108298656,0.395521541,0.371171134,1.648196381,1.135383213,4.599328942,4.645250106,2.71655131,1.289095039,21.15382671,21.57834854,2
109.0626537,528.4720725,1964.438371,2051.885312,0.000183258,7.40E-05,0.001908718,6.90E-06,2.183793988,4.195013367,11.68298173,13.56351442,10.76189663,36.30572889,121.3985545,147.5987035,115.8184191,1318.10595,14737.60904,21785.37726,2
14.87417056,31.01675302,132.6706451,577.8172685,3.14E-05,7.14E-06,1.51E-06,2.73E-05,0.250194503,0.23642806,0.735307039,2.541467626,1.334866886,2.242644573,8.022594846,31.26911012,1.781869602,5.029454682,64.36202806,977.7572475,2
9.664396579,20.36130826,16.59983496,23.29147944,2.28E-06,9.02E-07,2.78E-07,0.000134033,0.268120919,0.080648763,0.061100343,0.112717759,1.212802776,1.017700071,0.798426428,1.234391962,1.470890573,1.035713435,0.637484761,1.523723515,2
12.1862644,17.87337511,9.52604177,16.31957448,0.000113254,8.72E-06,4.21E-06,4.65E-05,0.274077902,0.122568383,0.075763562,0.070853617,1.343160072,1.206161274,0.706915011,0.934616764,1.80407898,1.454825019,0.499728833,0.873508495,2
15.97614968,13.84979176,24.98903724,27.28380156,8.68E-09,1.74E-06,2.14E-05,7.98E-05,0.15235383,0.094919012,0.086703888,0.161699751,0.922275688,0.921700187,1.183827033,1.842267796,0.850592444,0.849531235,1.401446444,3.393950631,2
16.45966584,7.738895733,15.89814574,25.41002911,9.84E-09,1.70E-05,3.95E-07,0.0001274,0.224268534,0.056483052,0.084264332,0.144590668,1.225754605,0.488842771,0.958521564,1.571971229,1.502474351,0.238967254,0.918763589,2.471093545,2
10.49128066,12.33293544,25.90444475,37.25721948,3.73E-06,2.29E-05,2.84E-06,2.38E-05,0.171879107,0.084459817,0.121785111,0.130201157,0.899797239,0.841366135,1.442152316,1.779711703,0.809635072,0.707896972,2.079803301,3.167373746,2
12.4153497,28.69667116,26.69889629,34.45844161,7.28E-06,4.32E-08,3.87E-06,0.000148083,0.184009283,0.09945354,0.099006804,0.212975908,0.98621298,1.344242626,1.371747864,2.381780403,0.972616042,1.806988239,1.881692202,5.672877889,2
11.69094606,21.16461888,24.86830279,115.1844076,0.000216169,8.01E-05,5.27E-06,0.000779341,0.195556913,0.121724616,0.189052721,0.786123916,1.066407168,1.178331403,1.698535835,8.269773128,1.137224248,1.388464896,2.885023982,68.38914759,2
17.95776025,24.85693294,16.70577096,12.74195156,0.000126592,1.36E-05,3.26E-07,0.000105487,0.214254602,0.142778449,0.093305533,0.087735127,1.231423515,1.409289208,0.941913864,0.863528734,1.516403874,1.986096071,0.887201727,0.745681874,2
15.05855703,13.54425688,10.78482132,7.575211372,8.45E-05,7.46E-07,7.30E-09,9.46E-08,0.251981221,0.059146441,0.083591732,0.03556643,1.345919174,0.696995721,0.729873033,0.447077747,1.811498424,0.485803035,0.532714644,0.199878512,2
14.81920181,13.52204741,14.41029086,16.54955768,1.36E-05,1.72E-06,6.80E-06,1.85E-06,0.255782225,0.08520702,0.118676478,0.06577484,1.317371247,0.778521836,0.934448727,0.850921613,1.735467002,0.606096249,0.873194423,0.724067591,2
14.00895387,6.051062422,57.47155291,21.29570367,5.81E-05,3.88E-06,1.49E-06,1.60E-05,0.175472772,0.043773527,0.232783984,0.126677169,0.986587826,0.406972432,2.845984668,1.410102397,0.973355538,0.16562656,8.099628731,1.98838877,2
14.15763712,23.54878664,12.54225977,69.47003902,3.43E-05,5.91E-05,3.99E-07,8.49E-05,0.192501011,0.124371751,0.075442598,0.305149546,1.158272528,1.322760063,0.782967438,3.732246803,1.341595249,1.749694185,0.613038009,13.9296662,2
12.75347962,13.52873513,2.552247454,5.275773984,2.06E-08,1.76E-07,4.57E-06,1.74E-06,0.277177195,0.064935226,0.019411753,0.024828422,1.388800302,0.697673033,0.161939135,0.326596266,1.92876628,0.486747661,0.026224283,0.106665121,2
16.74475118,28.41480596,10.55590086,36.9089086,4.61E-06,5.93E-06,4.15E-08,0.000138148,0.231033831,0.111908919,0.04063612,0.175774673,1.264264553,1.45702036,0.501394438,1.98787152,1.598364859,2.122908329,0.251396382,3.951633182,2
15.04728451,7.72944345,17.11060625,6.019818731,9.19E-07,2.24E-07,1.45E-07,2.64E-06,0.170108326,0.061186459,0.095142248,0.021669113,1.044061973,0.556636513,1.043571546,0.290920878,1.090065404,0.309844207,1.089041571,0.084634957,2
44.37753645,63.3853641,195.7901665,722.5846241,1.44E-05,6.10E-05,0.00011793,0.000459556,0.540610573,0.614830191,1.249084225,3.982350054,3.127164233,4.866409602,11.00628862,43.72385784,9.779156141,23.68194242,121.1383891,1911.775744,2
132.0008927,131.6801704,276.976242,286.8602368,2.22E-07,0.000552935,0.000146371,0.000187219,1.301022114,1.027071974,1.366372179,1.182883549,7.89043852,9.274813802,16.74362503,14.58498729,62.25902004,86.02217106,280.3489793,212.7218543,2
37.92858782,22.10692072,12.1863487,10.42256851,1.02E-07,1.09E-06,8.93E-07,1.14E-05,0.480665818,0.13522002,0.1100205,0.073837385,2.829612656,1.395100502,0.874832508,0.749491275,8.006707785,1.946305411,0.765331918,0.561737171,2
41.66685107,79.67396724,224.3594001,488.0429877,0.000198032,1.68E-05,2.31E-05,0.000921195,0.817777655,0.372813875,0.977710545,1.939560389,4.151460473,4.301423862,11.96414664,24.6364399,17.23462406,18.50224724,143.1408048,606.9541707,2
86.03573151,255.3290007,515.4330223,2661.277112,2.58E-05,6.37E-05,0.000277963,0.000410161,0.797422469,0.986180055,2.884708142,12.60176404,5.168220248,12.3989886,31.4916751,152.4521965,26.71050053,153.7349182,991.7256004,23241.67222,2
35.20989253,31.72705953,69.09603323,355.9123655,0.000166602,1.81E-05,1.16E-05,7.90E-05,0.573299468,0.22361535,0.390218146,1.151430898,3.135899802,2.171832008,4.031982683,17.26416619,9.833867568,4.716854271,16.25688435,298.0514343,2
96.69120442,121.2354395,508.0390733,148.0282345,0.000973263,0.000791329,3.26E-05,1.03E-05,1.466124747,0.97725046,1.810026977,0.655058435,8.152494525,8.633059263,23.66777912,8.035498015,66.46316697,74.52971224,560.1637684,64.56922834,2
15.28309796,50.74219222,27.23982186,21.08022523,7.85E-05,0.00029021,7.67E-06,2.17E-06,0.294606858,0.219177725,0.157433941,0.115811605,1.47673225,2.514231705,1.488399629,1.356586001,2.180738139,6.321361066,2.215333456,1.840325577,2
29.42327314,24.81291427,59.60338068,83.67413606,0.000146529,1.18E-06,3.78E-05,7.54E-06,0.404617762,0.121876261,0.313768177,0.287107935,2.363274546,1.350246709,3.133519784,4.12981699,5.58506658,1.823166175,9.818946234,17.05538837,2
45.86322843,203.6657933,1051.374653,1943.914958,1.95E-07,0.000314448,0.004739009,0.002507129,0.674240247,1.31488337,9.618997851,12.34628694,3.602906134,11.70539698,84.84813319,129.1484592,12.98093261,137.0163184,7199.205705,16679.32451,2
21.25433459,20.77441008,11.86816879,16.76064513,4.28E-05,8.41E-06,1.63E-07,0.000204584,0.31772251,0.111652906,0.074820033,0.131717679,1.688215621,1.117684266,0.764400594,1.311082456,2.850071984,1.249218119,0.584308269,1.718937207,2
11.37602216,5.58266987,6.904325433,27.04585404,3.02E-05,3.47E-05,2.10E-05,5.34E-05,0.214688869,0.048741574,0.05129453,0.126459601,1.105368301,0.419855284,0.472636636,1.516486018,1.22183908,0.176278459,0.22338539,2.299729843,2
11.25484917,13.38219531,23.5711558,20.02879453,9.65E-05,1.06E-06,4.09E-07,7.95E-05,0.237165823,0.07151117,0.185520952,0.123680937,1.233280814,0.750252696,1.74642852,1.343159791,1.520981566,0.562879108,3.050012576,1.804078224,2
31.50340151,41.58206887,71.74687076,72.70079344,1.38E-06,6.32E-10,1.01E-05,6.90E-06,0.446465236,0.254617536,0.390459171,0.198896376,2.688255825,2.650915049,4.051215303,3.285539154,7.226719383,7.027350599,16.41234543,10.79476753,2
11.71006447,7.968977428,26.15063454,62.8094329,2.70E-05,3.40E-09,8.87E-06,2.52E-06,0.206453951,0.047513904,0.158008654,0.272940777,1.128005347,0.491727258,1.728091074,3.451286205,1.272396064,0.241795696,2.986298759,11.91137647,2
19.79168649,24.888139,27.27670007,1344.873045,0.000159685,1.12E-05,2.92E-05,0.001034376,0.260728894,0.096326786,0.280558084,5.526415853,1.458185982,1.163640043,2.04642171,67.84607271,2.126306358,1.35405815,4.187841814,4603.089582,2
11.30863172,5.393447898,17.0839798,63.74123067,2.21E-05,1.25E-05,9.70E-07,0.000297446,0.161874284,0.038438931,0.065648923,0.256896646,0.92048353,0.356833119,0.836891837,3.370009097,0.847289929,0.127329875,0.700387946,11.35696131,2
10.19261417,21.87708083,47.67630804,14.22182937,2.65E-06,3.08E-05,3.56E-09,5.18E-06,0.180593955,0.162158094,0.260359758,0.080917603,0.908595331,1.451109603,2.69688753,0.861116841,0.825545476,2.105719081,7.273202352,0.741522215,2
79.76507387,380.343397,1341.922808,3165.071054,0.000318402,0.000993191,8.93E-08,0.000460953,0.929365059,2.300912294,8.349175642,22.58964603,5.186083613,20.41585422,82.11298673,245.2008378,26.89546324,416.8071035,6742.542589,60123.45087,2
7.77511049,8.296658403,19.23313007,14.55401386,2.14E-05,2.92E-05,1.29E-06,8.02E-07,0.162227945,0.056351632,0.083822888,0.037761003,0.834487032,0.500414907,0.945946831,0.651245988,0.696368606,0.250415079,0.894815408,0.424121336,2
26.41255919,20.62896547,30.09830074,4.278824648,0.000136361,3.51E-05,5.17E-05,3.11E-06,0.401144028,0.112659673,0.152856763,0.021069289,2.201447769,1.105322876,1.492726402,0.235362994,4.846372277,1.22173866,2.228232112,0.055395739,2
21.34601732,28.45225217,31.30094265,223.6421728,1.37E-05,2.68E-06,3.68E-07,1.28E-07,0.481942759,0.230622564,0.200409332,0.923939756,2.324658975,2.112941056,2.045278203,11.8866236,5.404039351,4.464519907,4.183162927,141.2918205,2
13.36101107,14.15167048,26.72084046,52.57583124,3.70E-05,5.06E-05,3.06E-06,2.26E-05,0.19878319,0.095016981,0.085745281,0.264404706,1.082465459,0.858263365,1.222844388,2.959729065,1.171731469,0.736616003,1.495348396,8.759996136,2
34.83331587,15.61400387,42.78173368,56.38970257,2.98E-05,2.55E-07,2.68E-05,0.000152666,0.522838408,0.079951058,0.269276045,0.225504301,2.60207205,0.909314466,2.652651184,2.831198886,6.770778954,0.826852797,7.036558305,8.015687131,2
18.70937112,55.79779277,55.64580552,30.68626465,0.000112064,1.71E-05,0.000185204,9.73E-06,0.436833819,0.320106473,0.493937354,0.133869619,2.020876972,3.382152389,3.917522855,1.654811092,4.083943736,11.43895478,15.34698532,2.738399749,2
21.53364764,9.437342979,140.2751161,135.7806948,2.22E-06,4.83E-06,3.92E-07,4.26E-05,0.381470829,0.08483665,0.707723296,0.593387558,2.10401359,0.710512119,7.779670422,7.115209815,4.426873186,0.504827471,60.52327187,50.62621072,2
51.25253967,70.32314648,92.38909804,214.1395556,2.25E-06,5.16E-05,1.63E-06,6.23E-06,0.523482204,0.377575759,0.653609519,0.843126477,3.203291077,4.451155581,6.267875861,10.65089865,10.26107373,19.812786,39.28626781,113.4416421,2
32.93062194,64.52075366,12.01548005,15.93475971,2.17E-05,1.38E-07,1.64E-05,3.62E-06,0.271633583,0.185836705,0.095183553,0.073694091,1.813910877,2.906504066,0.861845258,0.971485382,3.290272669,8.447765888,0.742777249,0.943783848,2
13.4055766,17.54763396,18.45600099,6.142897481,1.24E-05,4.75E-07,5.36E-07,1.88E-06,0.186445754,0.100163692,0.096361352,0.035952192,1.066331642,1.061579546,1.023538352,0.424636903,1.137063172,1.126951133,1.047630758,0.1803165,2
20.80588771,31.24405832,18.65663381,16.67534469,1.00E-09,5.53E-06,5.14E-05,5.40E-05,0.259321288,0.140669993,0.115621449,0.104792868,1.424300847,1.587844167,1.091116932,1.138312143,2.028632903,2.521249098,1.190536158,1.295754534,2
